prompt_id,layer,ctx,kv_head,k_kind,rel,bit_class,abs_delta_k,ek_bin,n_queries,max_es_u0,max_es_future,max_es_lifetime,future_amplified,gain_u0,gain_p50,n_es_nonfinite,fail_s_L1,fail_s_L2,fail_s_L16,fail_s_Lfull
seq_0006,4,64,4,numeric,0.0001,,6.8359475e-07,"[1e-07,1e-06)",16,0.0,0.0,0.0,False,0.0,0.0,0,False,False,False,False
seq_0006,4,64,4,numeric,0.001,,6.8359475e-06,"[1e-06,1e-05)",16,0.0,0.0,0.0,False,0.0,0.0,0,False,False,False,False
seq_0006,4,64,4,numeric,0.01,,6.8359475e-05,"[1e-05,0.0001)",16,4.76837158203125e-06,1.2874603271484375e-05,1.2874603271484375e-05,True,0.06975436122464207,0.11160697795942731,0,False,False,False,False
seq_0006,4,64,4,numeric,0.1,,0.0006835947500000001,"[0.0001,0.001)",16,5.4836273193359375e-05,0.00014448165893554688,0.00014448165893554688,True,0.08021751646445771,0.1206750465074016,0,True,True,True,True
seq_0006,4,64,4,bitflip,,sign,0.013671875,"[0.01,0.1)",16,0.0011138916015625,0.002945423126220703,0.002945423126220703,True,0.0814732142797551,0.12290736606243877,0,True,True,True,True
seq_0006,4,64,4,bitflip,,exponent,2.3261489926236028e+36,"[10,inf)",16,1.8954161343324406e+35,5.011608714963984e+35,5.011608714963984e+35,True,0.08148300647735596,0.12291504655565534,0,True,True,True,True
seq_0006,4,64,4,bitflip,,mantissa,3.0517578125e-05,"[1e-05,0.0001)",16,2.86102294921875e-06,6.67572021484375e-06,6.67572021484375e-06,True,0.0937499969280001,0.12499999590400013,0,False,False,False,False
seq_0006,4,256,4,numeric,1e-06,,7.3828126e-07,"[1e-07,1e-06)",16,0.0,0.0,0.0,False,0.0,0.0,0,False,False,False,False
seq_0006,4,256,4,numeric,1e-05,,7.3828126000000015e-06,"[1e-06,1e-05)",16,0.0,0.0,0.0,False,0.0,0.0,0,False,False,False,False
seq_0006,4,256,4,numeric,0.0001,,7.382812600000001e-05,"[1e-05,0.0001)",16,0.0,0.0,0.0,False,0.0,0.0,0,False,False,False,False
seq_0006,4,256,4,numeric,0.001,,0.0007382812600000001,"[0.0001,0.001)",16,0.0,0.0,0.0,False,0.0,0.0,0,False,False,False,False
