prompt_id,layer,ctx,k_kind,rel,bit_class,kv_head,abs_delta_k,max_es_u0,max_es_future,future_amplified,n_queries,fail_s_L1,fail_s_L2,fail_s_L16,fail_s_full
seq_0007,18,256,numeric,1e-05,,7,1.26953135e-06,0.0,0.0,False,16,False,False,False,False
seq_0007,18,256,numeric,0.0001,,7,1.26953135e-05,0.0,0.0,False,16,False,False,False,False
seq_0007,18,256,numeric,0.001,,7,0.000126953135,0.0,0.0,False,16,False,False,False,False
seq_0007,18,256,numeric,0.01,,7,0.00126953135,0.0001659393310546875,0.00029659271240234375,True,16,True,True,True,True
seq_0007,18,256,numeric,0.1,,7,0.0126953135,0.002156496047973633,0.003857135772705078,True,16,True,True,True,True
seq_0007,18,256,bitflip,,sign,7,0.25390625,0.043131351470947266,0.07714557647705078,True,16,True,True,True,True
seq_0007,18,256,bitflip,,exponent,7,4.319990986300977e+37,7.33842742324532e+36,1.3125642215846757e+37,True,16,True,True,True,True
seq_0007,18,256,bitflip,,mantissa,7,0.0009765625,0.0001659393310546875,0.0002968311309814453,True,16,True,True,True,True
seq_0008,31,64,numeric,1e-06,,0,8.3984376e-07,0.0,0.0,False,16,False,False,False,False
seq_0008,31,64,numeric,1e-05,,0,8.398437600000002e-06,0.0,0.0,False,16,False,False,False,False
seq_0008,31,64,numeric,0.0001,,0,8.3984376e-05,0.0,0.0,False,16,False,False,False,False
seq_0008,31,64,numeric,0.001,,0,0.0008398437600000001,0.0,0.0,False,16,False,False,False,False
seq_0008,31,64,numeric,0.01,,0,0.008398437600000001,0.0014891624450683594,0.0014891624450683594,False,16,True,True,True,True
seq_0008,31,64,numeric,0.1,,0,0.08398437600000001,0.015634536743164062,0.015634536743164062,False,16,True,True,True,True
seq_0008,31,64,bitflip,,sign,0,1.6796875,0.3201279640197754,0.3201274871826172,False,16,True,True,True,True
seq_0008,31,64,bitflip,,exponent,0,2.857840190937569e+38,inf,inf,False,16,True,True,True,True
seq_0008,31,64,bitflip,,mantissa,0,0.00390625,0.0007448196411132812,0.0007448196411132812,False,16,True,True,True,True
seq_0008,31,256,numeric,1e-06,,0,2.37500001e-06,0.0,0.0,False,16,False,False,False,False
seq_0008,31,256,numeric,1e-05,,0,2.3750000100000003e-05,0.0,0.0,False,16,False,False,False,False
seq_0008,31,256,numeric,0.0001,,0,0.000237500001,0.0,0.0,False,16,False,False,False,False
seq_0008,31,256,numeric,0.001,,0,0.00237500001,0.0,0.0,False,16,False,False,False,False
seq_0008,31,256,numeric,0.01,,0,0.0237500001,0.003970623016357422,0.00940847396850586,True,16,True,True,True,True
seq_0008,31,256,numeric,0.1,,0,0.23750000100000002,0.02977919578552246,0.07056403160095215,True,16,True,True,True,True
seq_0008,31,256,bitflip,,sign,0,4.75,0.6035266518592834,1.430095911026001,True,16,True,True,True,True
seq_0008,31,256,bitflip,,exponent,0,2.375,0.30176329612731934,0.7150478363037109,True,16,True,True,True,True
seq_0008,31,256,bitflip,,mantissa,0,0.015625,0.001985311508178711,0.00470423698425293,True,16,True,True,True,True
seq_0009,4,64,numeric,1e-06,,5,5.156250100000001e-07,0.0,0.0,False,16,False,False,False,False
seq_0009,4,64,numeric,1e-05,,5,5.156250100000001e-06,0.0,0.0,False,16,False,False,False,False
seq_0009,4,64,numeric,0.0001,,5,5.156250100000001e-05,0.0,0.0,False,16,False,False,False,False
seq_0009,4,64,numeric,0.001,,5,0.0005156250100000001,0.0,0.0,False,16,False,False,False,False
seq_0009,4,64,numeric,0.01,,5,0.005156250100000001,0.00040459632873535156,0.0005395412445068359,True,16,True,True,True,True
seq_0009,4,64,numeric,0.1,,5,0.05156250100000001,0.00525975227355957,0.0070133209228515625,True,16,True,True,True,True
seq_0009,4,64,bitflip,,sign,5,1.03125,0.10681676864624023,0.14242267608642578,True,16,True,True,True,True
seq_0009,4,64,bitflip,,exponent,5,1.754580954436089e+38,1.8173965657460664e+37,1.5871929914554602e+37,False,16,True,True,True,True
seq_0009,4,64,bitflip,,mantissa,5,0.00390625,0.00040459632873535156,0.0005393028259277344,True,16,True,True,True,True
seq_0009,4,256,numeric,1e-06,,5,1.4375000099999998e-06,0.0,0.0,False,16,False,False,False,False
seq_0009,4,256,numeric,1e-05,,5,1.43750001e-05,0.0,0.0,False,16,False,False,False,False
seq_0009,4,256,numeric,0.0001,,5,0.000143750001,0.0,0.0,False,16,False,False,False,False
seq_0009,4,256,numeric,0.001,,5,0.00143750001,0.0,0.0,False,16,False,False,False,False
seq_0009,4,256,numeric,0.01,,5,0.0143750001,0.006300926208496094,0.009797096252441406,True,16,True,True,True,True
seq_0009,4,256,numeric,0.1,,5,0.143750001,0.056710243225097656,0.08817243576049805,True,16,True,True,True,True
seq_0009,4,256,bitflip,,sign,5,2.875,1.1594066619873047,1.8026390075683594,True,16,True,True,True,True
seq_0009,4,256,bitflip,,exponent,5,nan,nan,nan,False,16,True,True,True,True
seq_0009,4,256,bitflip,,mantissa,5,0.0078125,0.003150463104248047,0.004898548126220703,True,16,True,True,True,True
seq_0010,18,64,numeric,1e-06,,1,2.50000001e-06,0.0,0.0,False,16,False,False,False,False
seq_0010,18,64,numeric,1e-05,,1,2.5000000100000003e-05,0.0,0.0,False,16,False,False,False,False
seq_0010,18,64,numeric,0.0001,,1,0.000250000001,0.0,0.0,False,16,False,False,False,False
seq_0010,18,64,numeric,0.001,,1,0.00250000001,0.0,0.0,False,16,False,False,False,False
seq_0010,18,64,numeric,0.01,,1,0.0250000001,0.004013538360595703,0.0054378509521484375,True,16,True,True,True,True
seq_0010,18,64,numeric,0.1,,1,0.250000001,0.032109737396240234,0.043503761291503906,True,16,True,True,True,True
seq_0010,18,64,bitflip,,sign,1,5.0,0.6421966552734375,0.8700728416442871,True,16,True,True,True,True
seq_0010,18,64,bitflip,,exponent,1,2.5,0.32109832763671875,0.43503665924072266,True,16,True,True,True,True
seq_0010,18,64,bitflip,,mantissa,1,0.015625,0.002007007598876953,0.0027189254760742188,True,16,True,True,True,True
seq_0010,18,256,numeric,1e-06,,1,1.69531251e-06,0.0,0.0,False,16,False,False,False,False
seq_0010,18,256,numeric,1e-05,,1,1.6953125100000002e-05,0.0,0.0,False,16,False,False,False,False
seq_0010,18,256,numeric,0.0001,,1,0.000169531251,0.0,0.0,False,16,False,False,False,False
seq_0010,18,256,numeric,0.001,,1,0.00169531251,0.0,0.0,False,16,False,False,False,False
seq_0010,18,256,numeric,0.01,,1,0.0169531251,0.0014023780822753906,0.0028484463691711426,True,16,True,True,True,True
seq_0010,18,256,numeric,0.1,,1,0.169531251,0.015429019927978516,0.031332969665527344,True,16,True,True,True,True
seq_0010,18,256,bitflip,,sign,1,3.390625,0.30437421798706055,0.6181142330169678,True,16,True,True,True,True
seq_0010,18,256,bitflip,,exponent,1,nan,nan,nan,False,16,True,True,True,True
seq_0010,18,256,bitflip,,mantissa,1,0.0078125,0.0007014274597167969,0.0014242231845855713,True,16,True,True,True,True
seq_0011,31,64,numeric,1e-06,,1,8.056641625e-08,0.0,0.0,False,16,False,False,False,False
seq_0011,31,64,numeric,1e-05,,1,8.056641625e-07,0.0,0.0,False,16,False,False,False,False
seq_0011,31,64,numeric,0.0001,,1,8.056641625e-06,0.0,0.0,False,16,False,False,False,False
seq_0011,31,64,numeric,0.001,,1,8.056641624999999e-05,0.0,0.0,False,16,False,False,False,False
seq_0011,31,64,numeric,0.01,,1,0.0008056641625,0.00013875961303710938,0.00016641616821289062,True,16,True,True,True,True
seq_0011,31,64,numeric,0.1,,1,0.008056641625,0.0011868476867675781,0.0014162063598632812,True,16,True,True,True,True
seq_0011,31,64,bitflip,,sign,1,0.1611328125,0.02303171157836914,0.027482986450195312,True,16,True,True,True,True
seq_0011,31,64,bitflip,,exponent,1,2.741532741306389e+37,3.918761507307689e+36,4.6760100235497747e+36,True,16,True,True,True,True
seq_0011,31,64,bitflip,,mantissa,1,0.00048828125,6.914138793945312e-05,8.296966552734375e-05,True,16,False,False,True,True
seq_0011,31,256,numeric,1e-06,,1,3.53515635e-07,0.0,0.0,False,16,False,False,False,False
seq_0011,31,256,numeric,1e-05,,1,3.5351563500000003e-06,0.0,0.0,False,16,False,False,False,False
seq_0011,31,256,numeric,0.0001,,1,3.53515635e-05,0.0,0.0,False,16,False,False,False,False
seq_0011,31,256,numeric,0.001,,1,0.000353515635,0.0,0.0,False,16,False,False,False,False
seq_0011,31,256,numeric,0.01,,1,0.00353515635,0.00044536590576171875,0.0007829666137695312,True,16,True,True,True,True
seq_0011,31,256,numeric,0.1,,1,0.0353515635,0.004005908966064453,0.0070400238037109375,True,16,True,True,True,True
seq_0011,31,256,bitflip,,sign,1,0.70703125,0.08055782318115234,0.1415863037109375,True,16,True,True,True,True
seq_0011,31,256,bitflip,,exponent,1,1.2029513361853489e+38,1.3706199570088681e+37,2.4089684092883137e+37,True,16,True,True,True,True
seq_0011,31,256,bitflip,,mantissa,1,0.001953125,0.00022268295288085938,0.0003910064697265625,True,16,True,True,True,True
seq_0012,4,64,numeric,1e-06,,4,3.33984385e-07,0.0,0.0,False,16,False,False,False,False
seq_0012,4,64,numeric,1e-05,,4,3.3398438500000002e-06,0.0,0.0,False,16,False,False,False,False
seq_0012,4,64,numeric,0.0001,,4,3.3398438500000004e-05,0.0,0.0,False,16,False,False,False,False
seq_0012,4,64,numeric,0.001,,4,0.000333984385,0.0,0.0,False,16,False,False,False,False
seq_0012,4,64,numeric,0.01,,4,0.00333984385,0.0006635189056396484,0.0012084245681762695,True,16,True,True,True,True
seq_0012,4,64,numeric,0.1,,4,0.0333984385,0.005640268325805664,0.009079426527023315,True,16,True,True,True,True
seq_0012,4,64,bitflip,,sign,4,0.66796875,0.11346864700317383,0.2066422700881958,True,16,True,True,True,True
seq_0012,4,64,bitflip,,exponent,4,1.136489936396103e+38,1.9305708901537224e+37,inf,True,16,True,True,True,True
seq_0012,4,64,bitflip,,mantissa,4,0.001953125,0.0003317594528198242,0.0006042122840881348,True,16,True,True,True,True
seq_0012,4,256,numeric,1e-06,,4,9.179688499999999e-08,0.0,0.0,False,16,False,False,False,False
seq_0012,4,256,numeric,1e-05,,4,9.1796885e-07,0.0,0.0,False,16,False,False,False,False
seq_0012,4,256,numeric,0.0001,,4,9.1796885e-06,0.0,0.0,False,16,False,False,False,False
seq_0012,4,256,numeric,0.001,,4,9.1796885e-05,0.0,0.0,False,16,False,False,False,False
seq_0012,4,256,numeric,0.01,,4,0.00091796885,9.226799011230469e-05,0.00017404556274414062,True,16,True,True,True,True
seq_0012,4,256,numeric,0.1,,4,0.0091796885,0.0008780956268310547,0.001652836799621582,True,16,True,True,True,True
seq_0012,4,256,bitflip,,sign,4,0.18359375,0.017368555068969727,0.03270864486694336,True,16,True,True,True,True
seq_0012,4,256,bitflip,,exponent,4,3.1236857900945523e+37,2.955105246782241e+36,5.565088814700546e+36,True,16,True,True,True,True
seq_0012,4,256,bitflip,,mantissa,4,0.00048828125,4.673004150390625e-05,8.702278137207031e-05,True,16,False,False,True,True
seq_0013,18,64,numeric,1e-06,,7,1.9453125099999997e-06,0.0,0.0,False,16,False,False,False,False
seq_0013,18,64,numeric,1e-05,,7,1.9453125100000002e-05,0.0,0.0,False,16,False,False,False,False
seq_0013,18,64,numeric,0.0001,,7,0.000194531251,0.0,0.0,False,16,False,False,False,False
seq_0013,18,64,numeric,0.001,,7,0.00194531251,0.0,0.0,False,16,False,False,False,False
seq_0013,18,64,numeric,0.01,,7,0.0194531251,0.0009548664093017578,0.00244903564453125,True,16,True,True,True,True
seq_0013,18,64,numeric,0.1,,7,0.19453125100000002,0.011935949325561523,0.03061532974243164,True,16,True,True,True,True
seq_0013,18,64,bitflip,,sign,7,3.890625,0.23776483535766602,0.6098599433898926,True,16,True,True,True,True
seq_0013,18,64,bitflip,,exponent,7,nan,nan,nan,False,16,True,True,True,True
seq_0013,18,64,bitflip,,mantissa,7,0.0078125,0.0004773139953613281,0.001224517822265625,True,16,True,True,True,True
seq_0013,18,256,numeric,1e-06,,7,7.2265626e-07,0.0,0.0,False,16,False,False,False,False
